Location,Key,Value,State,FactSource
New Aparawilinitja,Electorate,Grey,SA 
Bobs Bore,Electorate,Grey,SA 
Village of Erigolia,Electorate,Riverina,NSW 
Rhine Falls,Electorate,Eden-Monaro,NSW 
Wantabadgery,Electorate,Riverina,NSW 
Wonboyn North,Electorate,Eden-Monaro,NSW 
Murrulebale,Electorate,Riverina,NSW 
Mount Adrah,Electorate,Riverina,NSW 
Mount Adrah,Electorate,Riverina,NSW 
Kiah,Electorate,Eden-Monaro,AHO 
Old Junee,Electorate,Riverina,NSW 
Round Hill Lookout,Electorate,Eden-Monaro,NSW 
Old Junee,Electorate,Riverina,NSW 
Gwynne,Electorate,Riverina,NSW 
Honeysuckle,Electorate,Eden-Monaro,NSW 
Tantawangalo Lookout,Electorate,Eden-Monaro,NSW 
Galena,Electorate,Durack,WA 
Coonerang Siding,Electorate,Eden-Monaro,NSW 
Goonerang,Electorate,Eden-Monaro,NSW 
Witzes Hut,Electorate,Riverina,NSW 
Victory Well,Electorate,Grey,SA 
Nimmitybelle,Electorate,Eden-Monaro,NSW 
Nimmitibel,Electorate,Eden-Monaro,NSW 
Nimmitabel,Electorate,Eden-Monaro,NSW 
Wereboldera,Electorate,Riverina,NSW 
Nullica,Electorate,Eden-Monaro,NSW 
Sandy Gully,Electorate,Riverina,NSW 
Sandy Gully,Electorate,Riverina,NSW 
Cooleys Creek,Electorate,Riverina,NSW 
Cooleys Creek,Electorate,Riverina,NSW 
NIMMITABEL,Electorate,Eden-Monaro,GA 
Warregal Corner,Electorate,Eden-Monaro,NSW 
ADAMINABY,Electorate,Eden-Monaro,GA 
Adaminaby,Electorate,Eden-Monaro,NSW 
Whipstick,Electorate,Eden-Monaro,NSW 
Pindadanno,Electorate,Durack,WA 
Wanamarra,Electorate,Grey,SA 
Wanmaranya,Electorate,Grey,SA 
Wanmarra,Electorate,Grey,SA 
Inspiration Point,Electorate,Riverina,NSW 
Inspiration Lookout,Electorate,Riverina,NSW 
Adelong,Electorate,Riverina,NSW 
Winchendon Vale,Electorate,Riverina,NSW 
Blue Hills,Electorate,Grey,SA 
JUNEE,Electorate,Riverina,GA 
Peach Valley,Electorate,Riverina,NSW 
Mundarlo,Electorate,Riverina,NSW 
Ryansville,Electorate,Durack,WA 
Town of Adelong,Electorate,Riverina,NSW 
Yarranda,Electorate,Durack,WA 
ADELONG,Electorate,Riverina,GA 
Windowie,Electorate,Riverina,NSW 
Town of Adaminaby,Electorate,Eden-Monaro,NSW 
Junee,Electorate,Riverina,NSW 
The Brothers,Electorate,Eden-Monaro,NSW 
Kulitjara Well,Electorate,Grey,SA 
Kulitjara,Electorate,Grey,SA 
The Triangle,Electorate,Riverina,NSW 
Jewnee,Electorate,Riverina,NSW 
Junee,Electorate,Riverina,NSW 
Adelong,Electorate,Riverina,NSW 
Redbank Corner,Electorate,Riverina,NSW 
Devils Hole,Electorate,Eden-Monaro,NSW 
Blowering,Electorate,Riverina,NSW 
Blowering,Electorate,Riverina,NSW 
Adelong Station,Electorate,Riverina,NSW 
Gilmore,Electorate,Riverina,NSW 
Village of Ganmain,Electorate,Riverina,NSW 
Shepherdstown,Electorate,Riverina,NSW 
Paddys Rock,Electorate,Riverina,NSW 
High Rock Lookout,Electorate,Riverina,NSW 
Grahamstown,Electorate,Riverina,NSW 
Grahamstown,Electorate,Riverina,NSW 
Beckom,Electorate,Riverina,NSW 
Bugtown,Electorate,Eden-Monaro,NSW 
Watanaturu,Electorate,Grey,SA 
Baden Park,Electorate,Farrer,NSW 
14 Mile Crossing,Electorate,Durack,WA 
Warburton,Electorate,O'Connor,WA 
Windowie,Electorate,Riverina,NSW 
West Boyd Town,Electorate,Eden-Monaro,NSW 
Boyd Town,Electorate,Eden-Monaro,NSW 
Beermuna,Electorate,Eden-Monaro,NSW 
Boydtown,Electorate,Eden-Monaro,NSW 
Pine Valley,Electorate,Eden-Monaro,NSW 
Balline Kalbarri Road,Electorate,Durack,AHO 
Boydtown,Electorate,Eden-Monaro,AHO 
Paroo,Electorate,Durack,WA 
Scofields Hut,Electorate,Eden-Monaro,NSW 
Marla,Electorate,Grey,SA 
Marla,Electorate,Grey,SA 
Tara,Electorate,Riverina,NSW 
Village of Talgeban,Electorate,Riverina,NSW 
Taleeban,Electorate,Riverina,NSW 
Talleban,Electorate,Riverina,NSW 
Yarrangobilly,Electorate,Riverina,NSW 
Yarrangobilly Village Of,Electorate,Riverina,NSW 
Yarrangobilly,Electorate,Riverina,NSW 
Pikedale,Electorate,Riverina,NSW 
Ilarunga,Electorate,Grey,SA 
Murnpeowie Meteorite,Electorate,Grey,SA 
Green Cape,Electorate,Eden-Monaro,NSW 
Gadara,Electorate,Riverina,NSW 
Dairymans Plains,Electorate,Eden-Monaro,NSW 
Crows Yards,Electorate,Eden-Monaro,NSW 
Traces Hut,Electorate,Eden-Monaro,NSW 
Hains Hut,Electorate,Riverina,NSW 
Quarantine Bay,Electorate,Eden-Monaro,NSW 
Myrtle Mountain Lookout,Electorate,Eden-Monaro,NSW 
Steeple Flat,Electorate,Eden-Monaro,NSW 
Princes Highway,Electorate,Eden-Monaro,AHO 
East Boyd Town,Electorate,Eden-Monaro,NSW 
Boyd East,Electorate,Eden-Monaro,NSW 
Gadara,Electorate,Riverina,NSW 
East Boyd Town,Electorate,Eden-Monaro,AHO 
Ronald Bore,Electorate,Grey,SA 
Dry Plain,Electorate,Eden-Monaro,NSW 
Unkapalangunya,Electorate,Grey,SA 
Rosdale,Electorate,Eden-Monaro,NSW 
Rosedale,Electorate,Eden-Monaro,NSW 
Wereboldera,Electorate,Riverina,NSW 
Willanthry,Electorate,Riverina,NSW 
Willanthery,Electorate,Riverina,NSW 
Wallanthry,Electorate,Riverina,NSW 
Walanthry,Electorate,Riverina,NSW 
Wallanthery,Electorate,Riverina,NSW 
Nethercote Road,Electorate,Eden-Monaro,AHO 
Mount Horeb,Electorate,Riverina,NSW 
Mount Horeb,Electorate,Riverina,NSW 
Nethercote,Electorate,Eden-Monaro,NSW 
Tjilpil Number Two,Electorate,Grey,SA 
Brayshaws Hut,Electorate,Eden-Monaro,NSW 
Village of Rock Flat,Electorate,Eden-Monaro,NSW 
Rock Flat,Electorate,Eden-Monaro,NSW 
Robb Well,Electorate,Grey,SA 
Gilmore,Electorate,Riverina,NSW 
Pipers Lookout,Electorate,Eden-Monaro,NSW 
Fred Piper Memorial Lookout,Electorate,Eden-Monaro,NSW 
Brown Mountain Lookout,Electorate,Eden-Monaro,NSW 
Coolcalalaya,Electorate,Durack,WA 
Wantiool,Electorate,Riverina,NSW 
Bectric,Electorate,Riverina,NSW 
Back Creek,Electorate,Eden-Monaro,NSW 
Bogong Peaks Wilderness,Electorate,Riverina,NSW 
Tantawangalo,Electorate,Eden-Monaro,NSW 
Myrtle Mountain,Electorate,Eden-Monaro,NSW 
Circuits Hut,Electorate,Eden-Monaro,NSW 
Little Wilgie Mia,Electorate,Durack,WA 
Luadra,Electorate,Riverina,NSW 
Edrom Road,Electorate,Eden-Monaro,AHO 
Shannons,Electorate,Grey,SA 
Amarunya,Electorate,Grey,SA 
Eden,Electorate,Eden-Monaro,NSW 
Winifred,Electorate,Eden-Monaro,NSW 
Roto,Electorate,Riverina,NSW 
Tjilpil,Electorate,Grey,SA 
Tjilpil Number One,Electorate,Grey,SA 
Sheridans Corner,Electorate,Riverina,NSW 
Eden,Electorate,Eden-Monaro,AHO 
EDEN,Electorate,Eden-Monaro,GA 
Algebuckina,Electorate,Grey,SA 
Califat,Electorate,Riverina,NSW 
Califat,Electorate,Riverina,NSW 
Illimbirrie,Electorate,Durack,WA 
Nannygoat Hill Lookout,Electorate,Eden-Monaro,NSW 
Of Cooma Town,Electorate,Eden-Monaro,NSW 
Town of Cooma,Electorate,Eden-Monaro,NSW 
Cooma,Electorate,Eden-Monaro,NSW 
Lake Brewster,Electorate,Riverina,NSW 
Village of Mimosa,Electorate,Riverina,NSW 
Mimosa,Electorate,Riverina,NSW 
Wilgie Mia,Electorate,Durack,WA 
Wawi,Electorate,Grey,SA 
Yurammie,Electorate,Eden-Monaro,NSW 
COOMA,Electorate,Eden-Monaro,GA 
Marinna,Electorate,Riverina,NSW 
Wilcannia,Electorate,Farrer,NSW 
Wilcannia,Electorate,Farrer,NSW 
Village of Euratha,Electorate,Riverina,NSW 
Euratha,Electorate,Riverina,NSW 
Lochiel,Electorate,Eden-Monaro,NSW 
Nangus,Electorate,Riverina,NSW 
Nangus,Electorate,Riverina,NSW 
Mogilla,Electorate,Eden-Monaro,NSW 
Jones Bridge,Electorate,Riverina,NSW 
Jones Bridge,Electorate,Riverina,NSW 
Bimmil Lookout,Electorate,Eden-Monaro,NSW 
Townsend Hut,Electorate,Eden-Monaro,NSW 
Ross Graham Lookout,Electorate,Durack,WA 
Tumblong,Electorate,Riverina,NSW 
Adelong Crossing,Electorate,Riverina,NSW 
Greenlands,Electorate,Eden-Monaro,NSW 
WILCANNIA,Electorate,Farrer,GA 
Sams Corner,Electorate,Eden-Monaro,NSW 
Binjura,Electorate,Eden-Monaro,NSW 
Polo Flat,Electorate,Eden-Monaro,NSW 
Bolaro,Electorate,Eden-Monaro,NSW 
Mimili,Electorate,Grey,SA 
MIMILI,Electorate,Grey,GA 
Mirrool,Electorate,Riverina,NSW 
Dangelong,Electorate,Eden-Monaro,NSW 
Thompson Flats,Electorate,Durack,WA 
Eurongilly,Electorate,Riverina,NSW 
South Pambula,Electorate,Eden-Monaro,NSW 
Nimmitabel Flat,Electorate,Eden-Monaro,NSW 
WARBURTON,Electorate,O'Connor,GA 
Eurongilly,Electorate,Riverina,NSW 
Greigs Flat,Electorate,Eden-Monaro,NSW 
Bimbaya,Electorate,Eden-Monaro,NSW 
Pedens Hut,Electorate,Eden-Monaro,NSW 
Long Plain,Electorate,Riverina,NSW 
Kunatjara,Electorate,Grey,SA 
Hawks Head Lookout,Electorate,Durack,WA 
Hainsworth Hut,Electorate,Riverina,NSW 
Yowaka,Electorate,Eden-Monaro,NSW 
Mindoolah,Electorate,Durack,WA 
Tumut,Electorate,Riverina,NSW 
Tumut,Electorate,Riverina,NSW 
Erin Vale,Electorate,Riverina,NSW 
Kunamata,Electorate,Grey,SA 
CANDELO,Electorate,Eden-Monaro,GA 
Wermatong,Electorate,Riverina,NSW 
TUMUT,Electorate,Riverina,GA 
SOUTH PAMBULA,Electorate,Eden-Monaro,GA 
Murrumbucca,Electorate,Eden-Monaro,NSW 
Broadwater,Electorate,Eden-Monaro,NSW 
Middle Flat,Electorate,Eden-Monaro,NSW 
Tantangara,Electorate,Riverina,NSW 
BEMBOKA,Electorate,Eden-Monaro,GA 
Candelo,Electorate,Eden-Monaro,NSW 
Kydra Reefs,Electorate,Eden-Monaro,NSW 
Bald Hills,Electorate,Eden-Monaro,NSW 
Wermatong,Electorate,Riverina,NSW 
South Wolumla,Electorate,Eden-Monaro,NSW 
Tumut Plains,Electorate,Riverina,NSW 
Tumut Plains,Electorate,Riverina,NSW 
Cooinbil Hut,Electorate,Riverina,NSW 
North West Coastal Highway,Electorate,Durack,AHO 
Pambula,Electorate,Eden-Monaro,AHO 
Bemboka,Electorate,Eden-Monaro,NSW 
Junee Reefs,Electorate,Riverina,NSW 
Ashville,Electorate,Eden-Monaro,NSW 
Old Bemboka,Electorate,Eden-Monaro,NSW 
Minjary,Electorate,Riverina,NSW 
Halfway,Electorate,Riverina,NSW 
Village of Minjary,Electorate,Riverina,NSW 
Village of Minjary,Electorate,Riverina,NSW 
Minjary,Electorate,Riverina,NSW 
Halfway Minjary,Electorate,Riverina,NSW 
Shark Hole,Electorate,Eden-Monaro,NSW 
Gabramatta,Electorate,Eden-Monaro,NSW 
Meekatharra,Electorate,Durack,WA 
Cooba,Electorate,Riverina,NSW 
Yallalong,Electorate,Durack,WA 
PAMBULA,Electorate,Eden-Monaro,GA 
Brewer Hall,Electorate,Parkes,NSW 
Village of Weethalle,Electorate,Riverina,NSW 
Weethalle,Electorate,Riverina,NSW 
Millingandi Hills,Electorate,Eden-Monaro,NSW 
Village of Narriah,Electorate,Riverina,NSW 
Narriah Siding,Electorate,Riverina,NSW 
Narriah,Electorate,Riverina,NSW 
Bootoowa,Electorate,Parkes,NSW 
Panbula,Electorate,Eden-Monaro,NSW 
Pambula,Electorate,Eden-Monaro,NSW 
Village of Bunyan,Electorate,Eden-Monaro,NSW 
Bunyan,Electorate,Eden-Monaro,NSW 
Niagara,Electorate,Eden-Monaro,NSW 
The Rush,Electorate,Eden-Monaro,NSW 
Naradhan,Electorate,Riverina,NSW 
Yellow Pinch,Electorate,Eden-Monaro,NSW 
Quoraburagun Pinnacles,Electorate,Eden-Monaro,NSW 
The Pinnacles,Electorate,Eden-Monaro,NSW 
Curagudde,Electorate,Eden-Monaro,NSW 
Kameruka,Electorate,Eden-Monaro,NSW 
Yaouk,Electorate,Eden-Monaro,NSW 
Illabo,Electorate,Riverina,NSW 
Buralyang Siding,Electorate,Riverina,NSW 
Buralyang,Electorate,Riverina,NSW 
Toothdale,Electorate,Eden-Monaro,NSW 
Willie Ploma,Electorate,Riverina,NSW 
Yaganoo,Electorate,Durack,WA 
PAMBULA BEACH,Electorate,Eden-Monaro,GA 
Three Mile Water Hole,Electorate,Eden-Monaro,NSW 
Milligandi,Electorate,Eden-Monaro,NSW 
Millingandi,Electorate,Eden-Monaro,NSW 
Wollongewah,Electorate,Riverina,NSW 
Gocup,Electorate,Riverina,NSW 
Gocup,Electorate,Riverina,NSW 
Jiguma,Electorate,Eden-Monaro,NSW 
Pambula Beach,Electorate,Eden-Monaro,NSW 
Little River,Electorate,Riverina,NSW 
Little River,Electorate,Riverina,NSW 
Ryans Crossing,Electorate,Eden-Monaro,NSW 
Morans Crossing,Electorate,Eden-Monaro,NSW 
Mulla Mulla Flat,Electorate,Durack,WA 
Wolumla,Electorate,Eden-Monaro,NSW 
Quondolo,Electorate,Eden-Monaro,NSW 
The Sandpatch,Electorate,Durack,WA 
Illabo,Electorate,Riverina,NSW 
ARIAH PARK,Electorate,Riverina,GA 
Mulga Bore,Electorate,Grey,SA 
Drages,Electorate,Durack,WA 
WOLUMLA,Electorate,Eden-Monaro,GA 
Edwardstown,Electorate,Riverina,NSW 
Bombowlee,Electorate,Riverina,NSW 
Bombowlee,Electorate,Riverina,NSW 
Kimovale,Electorate,Riverina,NSW 
Murrells Crossing,Electorate,Eden-Monaro,NSW 
Shannons Flat,Electorate,Eden-Monaro,NSW 
Willi Willi,Electorate,Grey,SA 
Glen Fergus,Electorate,Eden-Monaro,NSW 
Whitneys Hole,Electorate,Eden-Monaro,NSW 
Village of Ariah Park,Electorate,Riverina,NSW 
Ariah Park,Electorate,Riverina,NSW 
Tozers Hole,Electorate,Eden-Monaro,NSW 
Lacmalac,Electorate,Riverina,NSW 
Lacmalac,Electorate,Riverina,NSW 
Mundongo,Electorate,Riverina,NSW 
Mundongo,Electorate,Riverina,NSW 
Mitta Mitta,Electorate,Riverina,NSW 
Kimo Basin,Electorate,Riverina,NSW 
The Basin,Electorate,Riverina,NSW 
Lorna Glen,Electorate,Durack,WA 
Packsaddle,Electorate,Farrer,NSW 
Port Merrimbula,Electorate,Eden-Monaro,NSW 
Merrimbula,Electorate,Eden-Monaro,NSW 
Merimbula,Electorate,Eden-Monaro,NSW 
Dinnertime Flat,Electorate,Riverina,NSW 
Long Bridge,Electorate,Eden-Monaro,NSW 
Gillens Crossing,Electorate,Eden-Monaro,NSW 
Ballinyoo Ward  Murchison,Electorate,Durack,WA 
Bagdad,Electorate,Riverina,NSW 
Pigeon Bore,Electorate,Grey,SA 
Tallimba,Electorate,Riverina,NSW 
Carlaminda,Electorate,Eden-Monaro,NSW 
Kildary,Electorate,Riverina,NSW 
Kanoona,Electorate,Eden-Monaro,NSW 
Reno,Electorate,Riverina,NSW 
Mount Reno,Electorate,Riverina,NSW 
Killimicat,Electorate,Riverina,NSW 
Killimicat,Electorate,Riverina,NSW 
MERIMBULA,Electorate,Eden-Monaro,GA 
Merimbula,Electorate,Eden-Monaro,AHO 
Buckajo,Electorate,Eden-Monaro,NSW 
Goobragandra,Electorate,Riverina,NSW 
Goobarragandra Station,Electorate,Riverina,NSW 
Goobaragandra,Electorate,Riverina,NSW 
Goobarragandra,Electorate,Riverina,NSW 
Goobarragandra,Electorate,Riverina,NSW 
Pucawan,Electorate,Riverina,NSW 
Fregon,Electorate,Grey,SA 
Kaltjiti,Electorate,Grey,SA 
Berrambool,Electorate,Eden-Monaro,NSW 
South Gundagai,Electorate,Riverina,NSW 
South Gundagai,Electorate,Riverina,NSW 
Cooleman,Electorate,Riverina,NSW 
Quandary,Electorate,Riverina,NSW 
Fort Welcome,Electorate,O'Connor,WA 
Yankees Creek,Electorate,Eden-Monaro,NSW 
Plenty Bore,Electorate,Grey,SA 
Perenti Bore,Electorate,Grey,SA 
40 Mile Crossing,Electorate,Durack,WA 
Frogs Hollow,Electorate,Eden-Monaro,NSW 
Numbugga,Electorate,Eden-Monaro,NSW 
Mirador,Electorate,Eden-Monaro,NSW 
Brineys Farm,Electorate,Eden-Monaro,NSW 
Chakola,Electorate,Eden-Monaro,NSW 
Kupari,Electorate,Grey,SA 
Kuparinna,Electorate,Grey,SA 
Bombowlee Creek,Electorate,Riverina,NSW 
Bombowlee Creek,Electorate,Riverina,NSW 
Brianderry,Electorate,Eden-Monaro,NSW 
Hannan,Electorate,Riverina,NSW 
Kybeyan,Electorate,Eden-Monaro,NSW 
Broken Dam,Electorate,Riverina,NSW 
Gundagai,Electorate,Riverina,NSW 
Gundagai,Electorate,Riverina,NSW 
Cooleman Hut,Electorate,Riverina,NSW 
Coolamine Hut,Electorate,Riverina,NSW 
Richardson,Electorate,Durack,WA 
Yankees Flat,Electorate,Eden-Monaro,NSW 
Sebastopol,Electorate,Riverina,NSW 
Jones Creek,Electorate,Riverina,NSW 
GUNDAGAI,Electorate,Riverina,GA 
Ilitjara,Electorate,Grey,SA 
Ilitjata,Electorate,Grey,SA 
Lions Lookout,Electorate,Eden-Monaro,NSW 
Kalbarri National Park,Electorate,Durack,WA 
Springvale,Electorate,Eden-Monaro,NSW 
Mount Parnassus Lookout,Electorate,Riverina,NSW 
Jackalass,Electorate,Riverina,NSW 
TURA BEACH,Electorate,Eden-Monaro,GA 
Willandry,Electorate,Riverina,NSW 
Village of Tallimba,Electorate,Riverina,NSW 
Mildil,Electorate,Riverina,NSW 
Kingswood,Electorate,Eden-Monaro,NSW 
Gnaweeda,Electorate,Durack,WA 
Daisy Hill,Electorate,Eden-Monaro,NSW 
Whites Point,Electorate,Eden-Monaro,NSW 
West Bore Number Two,Electorate,Grey,SA 
West Bore Two,Electorate,Grey,SA 
West Bore,Electorate,Grey,SA 
Tarrabandra,Electorate,Riverina,NSW 
Tura,Electorate,Eden-Monaro,NSW 
Tura Beach,Electorate,Eden-Monaro,NSW 
Walls Flat,Electorate,Eden-Monaro,NSW 
Billilingra,Electorate,Eden-Monaro,NSW 
Dardina,Electorate,O'Connor,WA 
Inparangu,Electorate,Grey,SA 
West Bore Number One,Electorate,Grey,SA 
West Bore,Electorate,Grey,SA 
West Bore One,Electorate,Grey,SA 
Brungle,Electorate,Riverina,NSW 
Brungle,Electorate,Riverina,NSW 
Bournda,Electorate,Eden-Monaro,NSW 
Anona,Electorate,Riverina,NSW 
Corkwood Bore,Electorate,Grey,SA 
Ininti,Electorate,Grey,SA 
Wyangle,Electorate,Riverina,NSW 
Wyangle,Electorate,Riverina,NSW 
Black Range,Electorate,Eden-Monaro,NSW 
Shirley Well,Electorate,Grey,SA 
Garfield,Electorate,Eden-Monaro,NSW 
Spring Vale,Electorate,Canberra,NSW 
Rose Valley,Electorate,Eden-Monaro,NSW 
The Junction,Electorate,Eden-Monaro,NSW 
Numeralla Junction,Electorate,Eden-Monaro,NSW 
Dirnaseer,Electorate,Riverina,NSW 
Argalong,Electorate,Riverina,NSW 
Argalong,Electorate,Riverina,NSW 
Kulitjara,Electorate,Grey,SA 
Kupuru,Electorate,Grey,SA 
Buddigower,Electorate,Riverina,NSW 
Wurutjara,Electorate,Grey,SA 
Brungle Creek,Electorate,Riverina,NSW 
Brungle Creek,Electorate,Riverina,NSW 
MEEKATHARRA,Electorate,Durack,GA 
Coopers Creek,Electorate,Eden-Monaro,NSW 
Coopers Gully,Electorate,Eden-Monaro,NSW 
Mount Pleasant,Electorate,Eden-Monaro,NSW 
Wagragobilly,Electorate,Riverina,NSW 
Meekatharra,Electorate,Durack,WA 
Bimberi,Electorate,Riverina,NSW 
Burra Creek,Electorate,Riverina,NSW 
Wattle Valley,Electorate,Riverina,NSW 
Bethungra,Electorate,Riverina,NSW 
Birren Birrenbed,Electorate,Riverina,NSW 
Bongongalong,Electorate,Riverina,NSW 
Umaralla Village Of,Electorate,Eden-Monaro,NSW 
Numeralla,Electorate,Eden-Monaro,NSW 
North Bega,Electorate,Eden-Monaro,NSW 
Bethungra,Electorate,Riverina,NSW 
Jellat Jellat,Electorate,Eden-Monaro,NSW 
Bega,Electorate,Eden-Monaro,NSW 
Bull Beds,Electorate,Riverina,NSW 
Four Ways,Electorate,Durack,WA 
Irintata,Electorate,Grey,SA 
Erindata,Electorate,Grey,SA 
Irrindata,Electorate,Grey,SA 
Wallagoot,Electorate,Eden-Monaro,NSW 
Inyinyintan,Electorate,Grey,SA 
Inyinintyin,Electorate,Grey,SA 
Gubbatta,Electorate,Riverina,NSW 
Cubbatta,Electorate,Riverina,NSW 
Village of Gubbata,Electorate,Riverina,NSW 
Gubbata,Electorate,Riverina,NSW 
Malupiti,Electorate,Grey,SA 
BEGA,Electorate,Eden-Monaro,GA 
Glebe,Electorate,Eden-Monaro,NSW 
Temora,Electorate,Riverina,NSW 
The Junction,Electorate,Riverina,NSW 
TEMORA,Electorate,Riverina,GA 
Wambat Ground,Electorate,Riverina,NSW 
Meanarra Lookout,Electorate,Durack,WA 
Wallagoot,Electorate,Eden-Monaro,AHO 
Yalgogrin North,Electorate,Riverina,NSW 
Yalgogrin,Electorate,Riverina,NSW 
Village of Yalgogrin,Electorate,Riverina,NSW 
North Yalgogrin,Electorate,Riverina,NSW 
Village of Bredbo,Electorate,Eden-Monaro,NSW 
Bredbo,Electorate,Eden-Monaro,NSW 
The Elbow,Electorate,Durack,WA 
Bega Valley Lookout,Electorate,Eden-Monaro,NSW 
Pinchgut Crossing,Electorate,Riverina,NSW 
Tarraganda,Electorate,Eden-Monaro,NSW 
Indulkana,Electorate,Grey,SA 
Iwantja,Electorate,Grey,SA 
INDULKANA,Electorate,Grey,GA 
Darbalara,Electorate,Riverina,NSW 
Tuross,Electorate,Eden-Monaro,NSW 
Witjintitja,Electorate,Grey,SA 
Windjundija,Electorate,Grey,SA 
Corridgeree,Electorate,Eden-Monaro,NSW 
Kalaru,Electorate,Eden-Monaro,NSW 
Kalbarri,Electorate,Durack,WA 
KALARU,Electorate,Eden-Monaro,GA 
TARRAGANDA,Electorate,Eden-Monaro,GA 
Reedy Swamp,Electorate,Eden-Monaro,NSW 
Kulwin,Electorate,Parkes,NSW 
Browns Camp Flat,Electorate,Riverina,NSW 
Mingay,Electorate,Riverina,NSW 
Stony Creek,Electorate,Eden-Monaro,NSW 
Alleena,Electorate,Riverina,NSW 
Dirnaseer,Electorate,Riverina,NSW 
Marble Hill,Electorate,Grey,SA 
Bega,Electorate,Eden-Monaro,NSW 
Pipalyatjara,Electorate,Grey,SA 
Mount Davies Camp,Electorate,Grey,SA 
Overlook,Electorate,Eden-Monaro,NSW 
Cohens Lookout,Electorate,Eden-Monaro,NSW 
Double Creek,Electorate,Eden-Monaro,NSW 
Putaputa,Electorate,Grey,SA 
Tankaanu,Electorate,Grey,SA 
Bute,Electorate,Riverina,NSW 
Nelsons Flat,Electorate,Eden-Monaro,NSW 
Murray Flat,Electorate,Eden-Monaro,NSW 
Combaning,Electorate,Riverina,NSW 
Combaning South,Electorate,Riverina,NSW 
Lower Yallalong,Electorate,Durack,WA 
Gurgadi,Electorate,O'Connor,WA 
Double Tank,Electorate,Grey,SA 
Doctor George Mountain,Electorate,Eden-Monaro,NSW 
Red Hill,Electorate,Riverina,NSW 
Red Hill,Electorate,Riverina,NSW 
Lower Coolac,Electorate,Riverina,NSW 
Pettitts,Electorate,Riverina,NSW 
Pettit,Electorate,Riverina,NSW 
Lower Coolac,Electorate,Riverina,NSW 
Amuroona,Electorate,Grey,SA 
Anmuryinna,Electorate,Grey,SA 
Moorilyanna,Electorate,Grey,SA 
Umerina,Electorate,Grey,SA 
Gidginbung,Electorate,Riverina,NSW 
Iriyumukultjara,Electorate,Grey,SA 
Irriyamukutjara,Electorate,Grey,SA 
Sandy Falls,Electorate,Riverina,NSW 
Oodnadatta,Electorate,Grey,SA 
Oodnadatta,Electorate,Grey,SA 
Bulla,Electorate,Parkes,NSW 
Gibsonvale,Electorate,Riverina,NSW 
Bellarwi,Electorate,Riverina,NSW 
Greendale,Electorate,Eden-Monaro,NSW 
Tjalukana,Electorate,Grey,SA 
Jalukana,Electorate,Grey,SA 
Angledale,Electorate,Eden-Monaro,NSW 
Countigany,Electorate,Eden-Monaro,NSW 
Countegany,Electorate,Eden-Monaro,NSW 
Tathra,Electorate,Eden-Monaro,AHO 
Dooloondoondo,Electorate,Eden-Monaro,NSW 
Two River Plain,Electorate,Eden-Monaro,NSW 
Brogo,Electorate,Eden-Monaro,NSW 
Morrison Bore,Electorate,Grey,SA 
Chinnock,Electorate,Eden-Monaro,NSW 
Village of Kikoira,Electorate,Riverina,NSW 
Kikoira,Electorate,Riverina,NSW 
TATHRA,Electorate,Eden-Monaro,GA 
Tathra,Electorate,Eden-Monaro,NSW 
Mulumaru,Electorate,O'Connor,WA 
Puen Buen,Electorate,Eden-Monaro,NSW 
Bumbalong,Electorate,Canberra,NSW 
Coolac,Electorate,Riverina,NSW 
Village of Colinton.,Electorate,Eden-Monaro,NSW 
Colinton,Electorate,Eden-Monaro,NSW 
Parakeelya,Electorate,Grey,SA 
Angledale Crossing,Electorate,Eden-Monaro,NSW 
Wambidgee,Electorate,Hume,NSW 
The Diggings,Electorate,Eden-Monaro,NSW 
Mogareeka,Electorate,Eden-Monaro,AHO 
Frampton,Electorate,Riverina,NSW 
Wargin,Electorate,Riverina,NSW 
Rocky Well,Electorate,Grey,SA 
Tumorrama,Electorate,Riverina,NSW 
Tumorrama,Electorate,Riverina,NSW 
Upper Brogo,Electorate,Eden-Monaro,NSW 
Brindabella,Electorate,Riverina,NSW 
Paradise Flat,Electorate,Durack,WA 
Gobarralong,Electorate,Riverina,NSW 
Mogareeka,Electorate,Eden-Monaro,NSW 
Nats Mia,Electorate,Durack,WA 
Moatefield,Electorate,Hume,NSW 
Epipinja,Electorate,Grey,SA 
Kalka,Electorate,Grey,SA 
Angle Pole,Electorate,Grey,SA 
Brogo North,Electorate,Eden-Monaro,NSW 
Combaning Siding,Electorate,Riverina,NSW 
Combaning,Electorate,Riverina,NSW 
Peak View,Electorate,Eden-Monaro,NSW 
Granite Downs,Electorate,Grey,SA 
Nelson,Electorate,Eden-Monaro,NSW 
Tjintalka,Electorate,Grey,SA 
Eurardy,Electorate,Durack,WA 
Ironwood Bore,Electorate,Grey,SA 
Malara,Electorate,Grey,SA 
Mildil,Electorate,Riverina,NSW 
Village of Reefton,Electorate,Riverina,NSW 
Village of West Reefton,Electorate,Riverina,NSW 
Reefton,Electorate,Riverina,NSW 
Mumbulla Mountain,Electorate,Eden-Monaro,NSW 
Kangaroo Mount,Electorate,Riverina,NSW 
Verona,Electorate,Eden-Monaro,NSW 
Ulkiya,Electorate,Grey,SA 
Springdale,Electorate,Riverina,NSW 
Wingellina,Electorate,O'Connor,WA 
Adjungbilly,Electorate,Riverina,NSW 
Adjungbilly,Electorate,Riverina,NSW 
